的,dehhr,5/|.的..
汝,ruuo,3\\.汝..
碌,luhd,4-/.碌..
迄,qiht,4/-.气迄.憩.
冀,jihh,4|-.冀..茍
荆,jingf,1-|.荆茎兢.菁.驚莖荊
崔,cuim,1|~.崔..
雁,yahnd,4-/.厌雁砚.赝餍.顑饜贋
绅,shenx,1~~.绅..紳
珊,shang,1--.珊..
榜,baangf,3-|.榜..
诵,sohngp,4\~.讼诵..
傍,bahngr,4/|.傍..
彦,yahny,4\-.彦..讞讌諺
醇,cchunf,2-|.醇.莼.醕
笛,ddit,2/-.敌笛..篴
禽,qqinw,2/\.禽..鈙鈂
勿,wuhq,4/~.务勿..
娟,juanv,1~/.娟..
瞄,mmiaom,2|~.瞄..
幢,zhuahngm,4|~.幢..
寇,kouho,4\\.寇..
睹,duum,3|~.赌睹..
贿,huihm,4|~.贿晦.喙蟪.翙賄
踩,caaim,3|~.踩睬..
霆,ttings,2-\..霆.
呜,wum,1|~.呜..趶螐
拱,goongf,3-|.巩拱汞..鞏
妃,feiv,1~/.飞.妃.飛
蔑,miehf,4-|.蔑..
谕,yuhp,4\~.裕.谕.
缚,fuhx,4~~.缚.驸.縛
诡,guiip,3\~.诡..祪
篷,ppengt,2/-.篷..
淹,yano,1\\.淹.湮恹.
腕,wahnq,4/~.腕..脕
煮,zhuuf,3-|.煮拄..
倩,qiahnr,4/|..倩.
卒,cuhy,4\-.卒..
勘,kanf,1-|.堪勘.戡.
馨,xinf,1-|.薪芯.馨.
逗,douhf,4-|.豆逗..荳
甸,diahnq,4/~.甸..
贱,jiahnm,4|~.见践贱.踺.見踐瞷
炒,chaaoi,3\/.炒..
灿,cahni,4\/.灿..
敞,chaangl,3|\.敞.氅.
蜡,lahm,4|~.蜡..蠟
囚,qqium,2|~.囚.虬蝤赇.虯蛷
栗,lihf,4-|.丽莉吏栗荔.栎莅郦枥苈坜.麗隸蒞苙藶赲
辜,guf,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
垫,diahnf,4-|.垫.坫.
妒,duhv,4~/.妒..
魁,kkuir,2/|.魁..
谣,yyaop,2\~.谣..
寞,moho,4\\.漠沫寞..
蜀,shuum,3|~.署蜀暑曙..
甩,shuaaiq,3/~.甩..
涯,yyao,2\\.涯..
枕,zheenf,3-|.枕..
丐,gaihf,4-|.概.丐.蓋葢
泳,yoongo,3\\.涌泳..
奎,kkuid,2-/.奎..
泌,biho,4\\.泌.愎濞滗.
逾,yyuw,2/\.余逾俞.觎.餘貗釪
叮,dingm,1|~.盯叮.町.虰
黛,daihr,4/|.代袋贷.黛岱.貸
燥,zaohi,4\/.燥灶..
掷,zhihf,4-|.志掷挚.栉桎鸷贽.芖騺覟贄驇
藉,jjif,2-|.极吉藉棘.楫蒺蕺.鞊趌
枢,shuf,1-|.枢梳蔬抒.菽摅.輸
憎,zengo,1\\.憎..
鲸,jingq,1/~.鲸.腈.鯨
弘,hhongn,2~-.弘..
倚,yiir,3/|.倚..
侮,wuur,3/|.伍侮.仵.
藩,fanf,1-|.藩.蕃.轓
拂,ffuf,2-|.扶拂.芙苻茯菔莩桴.葍輻
鹤,hehp,4\~.鹤褐..隺鶴
蚀,sshiq,2/~.蚀.鲥.
浆,jiangy,1\-.将浆..螀
芙,ffuf,2-|.扶拂.芙苻茯菔莩桴.葍輻
垃,laf,1-|.拉垃..
烤,kaaoi,3\/.烤..
晒,shaihm,4|~.晒..
霜,shuangs,1-\.霜..鸘
剿,chaox,1~~.剿..
蕴,yuhnf,4-|.蕴酝..醖醞
圾,jif,1-|.机基圾.芨赍墼.鄿虀鞿覊賷
绸,cchoux,2~~.绸..絒
屿,yuum,3|~.屿.圄圉.蝺
氢,qingt,1/-.氢..
驼,ttuox,2~~.驼..
妆,zhuangy,1\-.装庄妆..
捆,kuunf,3-|.捆..
铅,qiant,1/-.千签迁铅钎..籤箞簽
逛,guahngq,4/~.逛..
淑,shuo,1\\.淑..
榴,lliuf,2-|.榴..駵藰驑
丙,biingf,3-|.柄丙.邴.
痒,yaangy,3\-.痒..
钞,chaot,1/-.钞..
蹄,ttim,2|~.题蹄啼..題鶗
犬,quaand,3-/.犬..
躬,gongr,1/|.供躬..
昼,zhouhn,4~-.昼..
藻,zaaof,3-|.藻枣..
蛛,zhum,1|~.蛛..蠩
褐,hehp,4\~.鹤褐..隺鶴
颊,jjias,2-\.颊.郏.
奠,diahni,4\/.奠..
募,muhf,4-|.木幕墓慕募暮.苜.
耽,danf,1-|.担耽.聃.酖聸
蹈,daaom,3|~.蹈..
陋,louhb,4~|.陋..
侣,lyuur,3/|.侣..
魅,meihr,4/|..魅.鬽
岚,llanm,2|~..岚.闌
侄,zzhir,2/|.值侄..
虐,nuehh,4|-.虐..
堕,duohb,4~|.堕..
陛,bihb,4~|.陛..
莹,yyingf,2-|.营莹荧萤.萦楹茔蓥.藀
荫,yihnf,4-|.荫.茚.酳
狡,jiaaoq,3/~.角脚狡饺..腳
阀,ffau,2\|.阀..
绞,jiaaox,3~~.缴绞..繳絞
膏,gaoy,1\-.高膏..
垮,kuaaf,3-|.垮..
茎,jingf,1-|.荆茎兢.菁.驚莖荊
缅,miaanx,3~~.缅..
喇,laam,3|~.喇..
绒,rrongx,2~~.绒..絨
搅,jiaaof,3-|.搅.挢.
凳,dehngc,4~\.邓凳..鄧
梭,suof,1-|.梭蓑.桫.髿
丫,yai,1\/.丫..
姬,jiv,1~/.姬..
诏,zhaohp,4\~.肇.诏.
钮,niuut,3/-.钮..
棺,guanf,1-|.棺.莞.觀蒄
耿,geengf,3-|.耿梗埂..
缔,dihx,4~~.缔..締
懈,xieho,4\\.泄懈泻.瀣渫.
嫉,jjiv,2~/.嫉..
灶,zaohi,4\/.燥灶..
匀,yyunq,2/~.匀..
嗣,sihm,4|~.四嗣.兕.
鸽,gew,1/\.鸽..鴿
澡,zaaoo,3\\.澡..
凿,zzaoj,2||.凿..鑿
纬,weeix,3~~.纬..緯
沸,feiho,4\\.沸.怫.
畴,cchoum,2|~.畴踌.帱.
刃,rehnv,4~/.刃妊..
遏,ehm,4|~.遏鄂.颚鹗.顎鶚
烁,shuohi,4\/.烁朔.槊.
嗅,xiuhm,4|~.嗅.岫.螑
叭,bam,1|~.叭.岜.
熬,vvaog,2--.熬敖.鳌遨螯獒聱.鰲鼇
瞥,piei,1\/.瞥..
骸,hhaim,2|~.骸..還
奢,shed,1-/.奢..
拙,zhuof,1-|.捉拙..
栋,dohngf,4-|.栋.垌.
毯,taant,3/-.毯.钽.
桐,ttongf,2-|.桐酮.茼.
砂,shad,1-/.砂..
莽,maangf,3-|.莽..莾
泻,xieho,4\\.泄懈泻.瀣渫.
坪,ppingf,2-|.萍苹坪.枰.聠蓱
梳,shuf,1-|.枢梳蔬抒.菽摅.輸
杉,shanf,1-|.杉栅苫.芟埏.
晤,wuhm,4|~.晤..
稚,zhiht,4/-.制智秩稚.雉.製铚秲锧稙鴙
蔬,shuf,1-|.枢梳蔬抒.菽摅.輸
蝇,yyingm,2|~.蝇..蝿蠅
捣,daaof,3-|.捣..
顷,qiinga,3-~.顷..頃
麽,mehhy,5\-..麽.麼
尴,gand,1-/..尴矸.
镖,biaot,1/-..镖镳.
诧,chahp,4\~.诧..
尬,gahd,4-/..尬.
硫,lliud,2-/.硫..
嚼,jjuem,2|~.嚼.崛蹶噱矍.躩
羡,xiahni,4\/.羡..粯
沦,lluno,2\\.沦..
沪,huho,4\\.沪.怙.
旷,kuahngm,4|~.旷眶.贶.眖
彬,binf,1-|.彬.槟.
芽,yyaf,2-|.芽..
狸,lliq,2/~.狸.鲡.鯏鱺
冥,mmingp,2\~..冥.鄍
碳,tahnd,4-/.碳..
咧,liem,1|~..咧.
惕,tiho,4\\.惕涕.悌.
暑,shuum,3|~.署蜀暑曙..
咯,lohhm,5|~.咯..
萝,lluof,2-|.萝.椤.騾蘿
汹,xiongo,1\\.汹..
腥,xingq,1/~.猩腥..
窥,kuio,1\\.窥.悝.
俺,aanr,3/|.俺..
潭,ttano,2\\.潭..
崎,qqim,2|~.崎畦.岐蛴蜞.跂蚑螧
麟,lliny,2\-..麟.麐
捡,jiaanf,3-|.检捡拣柬茧.戬枧.鬋醎
拯,zheengf,3-|.整拯..
厥,jjued,2-/..厥劂.蹷蟨
澄,cchengo,2\\.澄..
萎,weif,1-|.萎.薇葳.葨
哉,zaif,1-|.栽哉..
涡,guoo,1\\.涡..
滔,taoo,1\\.涛滔..
暇,xxiam,2|~.峡暇.黠.翈睱
溯,suho,4\\.宿溯.愫涑.
鳞,llinq,2/~.鳞..鱗魿
酿,niahngf,4-|.酿..釀
茵,yinf,1-|.茵.堙.駰蒑
愕,eho,4\\..愕.頞
瞅,chooum,3|~.瞅..
暮,muhf,4-|.木幕墓慕募暮.苜.
衙,yyae,2//.衙..
诫,jiehp,4\~.诫..褯衸
斧,fuuw,3/\.斧釜..釡
兮,xiw,1/\.希悉.兮奚翕欷.錫豀鏭鑴翖
焕,huahni,4\/.焕豢..
棕,zongf,1-|.棕鬃..鬉騣
佑,youhr,4/|.佑.鼬侑.
嘶,sim,1|~.思嘶.咝蛳.
妓,jihv,4~/.妓..
喧,xuanm,1|~.喧.暄.矎睻
蓉,rrongf,2-|.荣融蓉茸.榕.駥
删,shanq,1/~.删.膻.鯅
樱,yingf,1-|.英樱.莺撄.
伺,cihr,4/|.伺..
嗡,wengm,1|~.嗡..
娥,vvev,2~/.娥..
梢,shaof,1-|.梢捎..
坝,bahf,4-|.坝..覇
蚕,ccang,2--.蚕..
敷,fuf,1-|.敷..麩
澜,llano,2\\.澜..
杏,xihngf,4-|.幸杏.荇.莕
绥,ssuix,2~~.绥..綏
冶,yeey,3\-.冶..
庇,bihy,4\-.庇痹.庳.詖
挠,nnaof,2-|.挠..
搂,loouf,3-|.搂..
倏,shur,1/|..倏.
聂,niehf,4-|.聂孽.颞蘖.菍糵顳苶聶
婉,waanv,3~/.婉..
噪,zaohm,4|~.躁噪.唣.
稼,jiaht,4/-.稼..
鳍,qqiq,2/~.脐.鳍.臍鯕鲯
菱,llingf,2-|.菱.聆苓棂柃.醽
盏,zhaang,3--.盏..
匿,nihg,4--.匿..
吱,zim,1|~.吱.嵫.
寝,qiino,3\\.寝..
揽,laanf,3-|.揽.榄.
髓,suiim,3|~.髓..
秉,biingt,3/-.秉..
哺,bum,1|~.哺.晡.
矢,shiit,3/-.矢..
啪,pam,1|~.啪趴..
帜,zhihm,4|~.置帜峙.蛭帙踬.跱
邵,shaohv,4~/.邵.劭.
嗽,souhm,4|~.嗽..
挟,jiaf,1-|.嘉挟枷.葭.
缸,gangt,1/-.钢缸..罁
揉,rrouf,2-|.揉.鞣.葇
腻,nihq,4/~.腻..膩
驯,xxunx,2~~.巡驯..紃
缆,laanx,3~~.缆..
晌,shaangm,3|~.晌..
瘫,tany,1\-.瘫..
贮,zhuhm,4|~.助贮蛀..貯跓
觅,mihw,4/\.觅..覓
朦,mmengq,2/~..朦.
僻,pihr,4/|.僻..
隋,ssuib,2~|.随隋..隨
蔓,mmanf,2-|.蔓.鞔.鬘
咋,zaam,3|~.咋..
嵌,qiahnm,4|~.嵌..
虔,qqianh,2|-..虔.
畔,pahnm,4|~.盼畔..眫
琐,suoog,3--.琐..
碟,ddied,2-/.碟..
涩,seho,4\\.涩..
胧,llongq,2/~..胧.
嘟,dum,1|~..嘟.闍
蹦,behngm,4|~.蹦..跰
冢,zhoongp,3\~..冢.
浏,lliuo,2\\.流.浏鎏.
裔,yihy,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
襟,jinp,1\~.襟.衿.
叨,daom,1|~..叨.
诀,jjuep,2\~.诀.谲.
旭,xuhq,4/~.旭..
虾,xiam,1|~.瞎虾..蝦
簿,buht,4/-.簿.钚.篰
啤,ppim,2|~.啤毗.罴蚍蜱.
擒,qqinf,2-|.勤擒芹.芩檎.菦
枣,zaaof,3-|.藻枣..
嘎,gam,1|~.嘎.呷.
苑,yuahnf,4-|.苑.掾垸.
牟,mmouc,2~\.牟.鍪.鴾鞪
呕,ooum,3|~.呕..
骆,luohx,4~~.络骆..絡
凸,tuh,1|-.凸..
熄,xii,1\/.熄烯.羲粞.糦
兀,wuhd,4-/.戊.兀.
喔,om,1|~..噢喔.
裳,shahhngl,5|\.裳..
凹,aom,1|~.凹..
赎,sshum,2|~.赎..
屯,ttuna,2-~.屯..
膛,ttangq,2/~.膛.饧.
浇,jiaoo,1\\.浇..
灼,zzhuoi,2\/.灼..
裘,qqiuf,2-|.求.裘逑.
砰,pengd,1-/.砰..磞
棘,jjif,2-|.极吉藉棘.楫蒺蕺.鞊趌
橡,xiahngf,4-|.项巷橡..項
碱,jiaand,3-/.碱硷..蠒
聋,llongd,2-/.龙聋.砻.龓
姥,laaov,3~/.姥..
瑜,yyug,2--.于盂.瑜.邘
毋,wwux,2~~.毋..
娅,yahv,4~/..娅.
沮,juuo,3\\.举沮..
萌,mmengf,2-|.蒙萌檬.瞢甍.
俏,qiaohr,4/|.俏..
黯,ahnm,4|~.暗岸.黯.
撇,pief,1-|.撇..
粟,suhf,4-|.速粟.蔌.驌藗
粪,fehni,4\/.粪..糞
尹,yiinn,3~-.引尹..
苟,goouf,3-|.苟..耈耇
癫,diany,1\-..癫.
蚂,mam,1|~.蚂..
禹,yuur,3/|.禹.俣伛.與
廖,liaohy,4\-.廖..
俭,jiaanr,3/|.俭..
帖,tiem,1|~.贴帖..貼
煎,jiani,1\/.兼煎.鹣.
缕,lyuux,3~~.缕..絽縷
窦,douho,4\\..窦.竇
簇,cuht,4/-.簇..
棱,llengf,2-|.棱楞.塄.薐輘
叩,kouhm,4|~..叩.
呐,nahhm,5|~.呐..
瑶,yyaog,2--.瑶.珧.
墅,shuhm,4|~.墅..
莺,yingf,1-|.英樱.莺撄.
烫,tahngo,4\\.烫..
蛙,wam,1|~.蛙..
歹,daaid,3-/.歹..
伶,llingr,2/|.伶..
葱,congf,1-|.聪葱.枞苁.茐聦聰蔥驄聡
哮,xiaom,1|~.哮嚣.哓.鸮蟂鴞
眩,xuahnm,4|~.眩..
坤,kunf,1-|.坤.髡醌.髠
廓,kuohy,4\-.廓..
讳,huihp,4\~.讳诲..
啼,ttim,2|~.题蹄啼..題鶗
乍,zhaht,4/-.乍..
瓣,bahny,4\-.瓣..辦
矫,jiaaot,3/-.矫铰..矯筊
跋,bbam,2|~.跋..
枉,waangf,3-|.枉..菵
梗,geengf,3-|.耿梗埂..
厕,cehd,4-/.厕..
琢,zzuog,2--.琢..
讥,jip,1\~.讥..禨
釉,youhw,4/\.釉..
窟,kuo,1\\.窟..窋
敛,liaanw,3/\.敛..
轼,shiha,4-~..轼.
庐,lluy,2\-.庐..
胚,peiq,1/~.胚..肧
呻,shenm,1|~.申呻..
绰,chuohx,4~~.绰..
扼,ehf,4-|.恶扼.噩萼垩苊.蕚軛蘁
懿,yihf,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
炯,jioongi,3\/.炯..
竿,gant,1/-.竿..筸
慷,kango,1\\.慷..
虞,yyuh,2|-.虞..
锤,cchuit,2/-.垂锤..箠
栓,shuanf,1-|.栓拴..
桨,jiaangy,3\-.奖桨..講
蚊,wwenm,2|~.蚊..聞闅閺閿
磅,bahngd,4-/.磅..
孽,niehf,4-|.聂孽.颞蘖.菍糵顳苶聶
惭,ccano,2\\.惭..
戳,chuoc,1~\.戳..
禀,biingy,3\-..禀.稟
鄂,ehm,4|~.遏鄂.颚鹗.顎鶚
馈,kuihq,4/~.馈..
垣,yyuanf,2-|.援袁垣.芫塬橼.薗
溅,jiahno,4\\.渐溅涧..
咚,dongm,1|~..咚岽.蝀
钙,gaiht,4/-.钙..
礁,jiaod,1-/.礁..
彰,zhangy,1\-.章彰.鄣.麞
豁,hhuao,2\\.滑豁..
眯,mim,1|~.眯.咪.瞇
磷,llind,2-/.磷..
雯,wwens,2-\..雯.
墟,xuf,1-|.墟..鬚蕦
迂,yug,1--.迂..
瞻,zhanm,1|~.瞻..
颅,lluh,2|-.卢颅.鸬.顱
琉,lliug,2--.琉..
悼,daoho,4\\.悼..盜
蝴,hhum,2|~.蝴.囫.
拣,jiaanf,3-|.检捡拣柬茧.戬枧.鬋醎
渺,miaaoo,3\\.渺..
眷,juahni,4\/.眷..絭
悯,miino,3\\.悯.泯.
汰,taiho,4\\.汰..
慑,sheho,4\\.涉慑.滠.
婶,sheenv,3~/.婶..
斐,feeih,3|-..斐翡.
嘘,xum,1|~.嘘.盱.
镶,xiangt,1/-.香箱镶..
炕,kahngi,4\/.炕..
宦,huahno,4\\.宦涣.浣逭漶.
趴,pam,1|~.啪趴..
绷,bengx,1~~.绷..繃絣
窘,jioongo,3\\.窘..
襄,xiangy,1\-.襄..
珀,pohg,4--..珀.
嚣,xiaom,1|~.哮嚣.哓.鸮蟂鴞
拚,pinf,1-|.拼.拚.
酌,zzhuof,2-|.酌茁.擢.
浊,zzhuoo,2\\.浊.濯浞.
毓,yuht,4/-..毓钰.籲籞
撼,hahnf,4-|.翰撼捍.菡.
嗜,shihm,4|~.是嗜噬..眎
扛,kkangf,2-|.扛..
峭,qiaohm,4|~.峭..踃
磕,ked,1-/.磕..
翘,qiaoha,4-~.翘..
槽,ccaof,2-|.曹槽..蓸
淌,taango,3\\.淌..
栅,shanf,1-|.杉栅苫.芟埏.
颓,ttuit,2/-.颓..頹頺
熏,xunt,1/-.熏..
瑛,yingg,1--..瑛璎.
颐,yyif,2-|.颐.圯.頤
忖,cuuno,3\\..忖.
牡,muut,3/-.牡..
缀,zhuihx,4~~.缀.缒.縋綴
徊,hhuaie,2//.徊..
梨,llit,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
肪,ffangq,2/~.肪.鲂.
涕,tiho,4\\.惕涕.悌.
惫,beihq,4/~.备惫狈..
摹,mmof,2-|.模摹蘑..謩
踱,dduom,2|~..踱.
肘,zhoouq,3/~.肘..
熔,rrongi,2\/.熔..
挚,zhihf,4-|.志掷挚.栉桎鸷贽.芖騺覟贄驇
氯,lyuht,4/-.氯..
凛,liiny,3\-.凛.廪.
绎,yihx,4~~.绎.驿缢.絏
庶,shuhy,4\-.庶..
脯,fuuq,3/~.脯腑..
迭,ddiet,2/-.迭..
睦,muhm,4|~.目睦..
窍,qiaoho,4\\.窍..竅
粥,zhoun,1~-.粥..
庵,any,1\-..庵.鶕
沧,cango,1\\.沧..
怠,daihc,4~\.怠.迨.
沁,qihno,4\\.沁..
奕,yihy,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
咙,llongm,2|~.咙..眬躘
氨,ant,1/-.氨..
矗,chuhf,4-|.矗搐..
盔,kuid,1-/.盔..
拇,muuf,3-|.拇.坶.
沛,peiho,4\\.沛..
榻,tahf,4-|.拓挞.榻.
揣,chuaif,1-|.揣.搋.
崭,zhaanm,3|~.崭..
鞘,qiaohf,4-|.鞘撬..翹
鞠,juf,1-|.拘鞠.掬趄鞫苴椐.
垦,keenn,3~-.恳垦..
洽,qiaho,4\\.恰洽..
唾,tuohm,4|~.唾..跅
橱,cchuf,2-|.橱..蒭
仕,shihr,4/|.侍仕..
蜘,zhim,1|~.蜘..
痰,ttany,2\-.痰..談
袜,wahp,4\~.袜..襪
峙,zhihm,4|~.置帜峙.蛭帙踬.跱
柬,jiaanf,3-|.检捡拣柬茧.戬枧.鬋醎
蝉,cchanm,2|~.蝉.蟾躔.蟬
蟹,xiehq,4/~.蟹.邂獬.
谏,jiahnp,4\~..谏.
鹃,juanm,1|~.鹃..
擎,qqingf,2-|.擎.檠.
皓,haohr,4/|..皓.
朕,zhehnq,4/~..朕.
疤,bay,1\-.疤..
禺,yyum,2|~.愚.禺嵛蝓.顒颙
铲,chaant,3/-.铲..
酶,mmeif,2-|.梅枚酶.楣莓.蘪
钝,duhnt,4/-.钝..
氓,mmangy,2\-.盲氓.邙.龒
匣,xxiaf,2-|.匣.柙.
弧,hhun,2~-.弧..
峨,vvem,2|~.峨蛾.蚵.睋
锥,zhuit,1/-.锥..
揪,jiuf,1-|.揪.赳鬏.
杠,gangf,1-|.杠..
吭,hhangm,2|~.吭..蚢
崛,jjuem,2|~.嚼.崛蹶噱矍.躩
诬,wup,1\~.诬..
冉,raanm,3|~.冉..
抒,shuf,1-|.枢梳蔬抒.菽摅.輸
庚,gengy,1\-.庚.赓.鶊鹒賡
悍,hahno,4\\.汉汗憾悍.瀚.
靡,mmiy,2\-.靡糜.麋縻.詸
晦,huihm,4|~.贿晦.喙蟪.翙賄
醋,cuhf,4-|.醋.蔟.
壕,hhaof,2-|.壕..
锯,jut,1/-.锯.锔.
夭,yaot,1/-..夭.
咦,yyim,2|~.遗.咦贻眙嶷.遺貤貽
侈,chiir,3/|.侈..
婢,bihv,4~/..婢.
猾,hhuaq,2/~.猾..
徘,ppaie,2//.徘..
硝,xiaod,1-/.硝..硣
煽,shani,1\/.煽..羶羴
皂,zaohr,4/|.皂..
舵,duohe,4//.舵..
嗦,suom,1|~.唆.嗦嗍睃.
狈,beihq,4/~.备惫狈..
靴,xuef,1-|.薛靴..
捂,wuuf,3-|.五捂..
疮,chuangy,1\-.疮..
郝,haaof,3-|.郝..
苛,kef,1-|.柯棵苛..薖軻
秽,huiht,4/-.秽..篲穢
茜,qiahnf,4-|..茜芡.蒨
搓,cuof,1-|.搓撮..
芸,yyunf,2-|..芸.鋆蒷
酱,jiahngy,4\-.酱..
赁,lihnr,4/|.赁..
檐,yyanf,2-|.严盐.檐.鹽莚
饷,xiaangq,3/~..饷.
蕉,jiaof,1-|.教蕉椒.艽茭.萩轇驕
铀,yyout,2/-.铀..郵
苔,taif,1-|.苔..
赦,shehf,4-|.摄赦..蔎騇
缎,duahnx,4~~.缎..緞
舷,xxiane,2//.衔舷..銜
筷,kuaiht,4/-.筷..
朔,shuohi,4\/.烁朔.槊.
婪,llanf,2-|.蓝拦栏婪..蘭葻藍
紊,weeny,3\-.紊..
厮,sid,1-/..厮.
婿,xuhv,4~/.婿絮..
寥,lliaoo,2\\.寥.寮.竂
兢,jingf,1-|.荆茎兢.菁.驚莖荊
糙,caoi,1\/.糙..
卦,guahf,4-|.挂.卦.
槐,hhuaif,2-|.槐..
扒,baf,1-|.扒芭捌..
裴,ppeih,2|-.裴..
祀,sihp,4\~..祀.禩
埔,puuf,3-|.朴埔..
絮,xuhv,4~/.婿絮..
芭,baf,1-|.扒芭捌..
屉,tihn,4~-.屉..
痪,huahny,4\-.痪..
霄,xiaos,1-\.霄..
绽,zhahnx,4~~.绽..
宵,xiaoo,1\\.消宵.潇.
邑,yihm,4|~.易邑屹.呓蜴峄.睪蛡鶍螠
霖,llins,2-\.霖..
岔,chahw,4/\.岔..
饵,eerq,3/~.尔饵.迩.
茄,qqief,2-|.茄..聺
韧,rehng,4--.韧..
琪,qqig,2--..琪琦亓.
邹,zouq,1/~.邹.鲰.
瑚,hhug,2--.瑚..
憋,biei,1\/.憋鳖..鼈鱉
殆,daihd,4-/.殆..
噜,lum,1|~..噜.
忒,tehs,4-\..忒.
忿,fehnw,4/\.忿..
衅,xihnr,4/|.信衅.囟.舋
淳,cchuno,2\\.淳..
悖,beiho,4\\..悖.
髦,mmaof,2-|.茅.髦茆.髳鶜
孜,zib,1~|.孜..
粤,yuehr,4/|.岳粤..粵
隘,aihb,4~|.隘..
濒,bino,1\\.宾滨濒..賓
铮,zhengt,1/-..铮筝钲.箏篜
畸,jim,1|~.畸.叽羁唧跻咭.踦羇羈
剔,tim,1|~.踢剔..
坞,wuhf,4-|.坞.芴杌.靰
篱,llit,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
淀,diahno,4\\.淀惦..
蓦,mohf,4-|.莫.蓦茉.驀藦
唬,huum,3|~.唬..
锣,lluot,2/-.锣箩.镙.
汀,tingo,1\\.汀..
趾,zhiim,3|~.只趾..
缉,jix,1~~.缉.畿.績緝
嫦,cchangv,2~/..嫦.
斟,zhenf,1-|.真斟甄.桢榛蓁.
鞍,anf,1-|.鞍.桉.
扳,banf,1-|.搬扳..
拴,shuanf,1-|.栓拴..
诅,zuup,3\~.祖诅..
谟,mmop,2\~..谟.
呃,ehhm,5|~..呃.
懦,nuoho,4\\.懦..
逞,cheengm,3|~.逞..
犁,llit,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
忏,chahno,4\\..忏.
拧,nningf,2-|.拧柠.聍.聹
亥,haihy,4\-.亥..
佟,ttongr,2/|..佟僮.
叱,chihm,4|~..叱.
舜,shuhnw,4/\.舜..
绊,bahnx,4~~.绊..絆
龚,gongd,1-/.龚..碽
腮,saiq,1/~.腮鳃..
邸,diiq,3/~..邸.
椒,jiaof,1-|.教蕉椒.艽茭.萩轇驕
蔚,weihf,4-|.蔚.軎.苿藯
湛,zhahno,4\\.湛..
狩,shouhq,4/~..狩.膄
眶,kuahngm,4|~.旷眶.贶.眖
栈,zhahnf,4-|.栈蘸..菚
薇,weif,1-|.萎.薇葳.葨
肮,angq,1/~.肮..
瀑,puho,4\\.瀑..
渣,zhao,1\\.渣..
褂,guahp,4\~.褂.诖.
叽,jim,1|~.畸.叽羁唧跻咭.踦羇羈
臀,ttunn,2~-.臀..臋
妞,niuv,1~/..妞.
巍,weim,1|~.巍..
唔,vvenm,2|~..唔.
疚,jiuhy,4\-.就疚.鹫.鷲
鲤,liiq,3/~.鲤.鳢.鱧
戎,rrongg,2--.戎..
肇,zhaohp,4\~.肇.诏.
笃,duut,3/-..笃.篤
辙,cheha,4-~.辙..
娴,xxianv,2~/.嫌.娴.
阮,ruaanb,3~|.阮..
札,zzhaf,2-|.札..
懊,aoho,4\\.澳懊..
焘,daohg,4--..焘纛.
恤,xuho,4\\.恤.溆洫.
疹,zheeny,3\-.疹..診
潇,xiaoo,1\\.消宵.潇.
铝,lyuut,3/-.铝.稆.
涤,ddio,2\\.涤..
恃,shiho,4\\.室恃..
喽,louhhm,5|~..喽.
砌,qihd,4-/.砌.碛.碶磜磩
遁,duhne,4//.盾遁..
楞,llengf,2-|.棱楞.塄.薐輘
阱,jiingb,3~|..阱.
咎,jiuhq,4/~.咎..
洼,wao,1\\.洼..窪窊
炳,biingi,3\/.炳..
噬,shihm,4|~.是嗜噬..眎
枫,fengf,1-|.封枫.葑.
拷,kaaof,3-|.考拷.栲.
哆,duom,1|~.哆.咄.
矶,jid,1-/..矶剞.磯
苇,weeif,3-|.苇..薳葦趡蔿
翩,pianp,1\~..翩.
窒,zhiho,4\\.治滞窒.忮.
侬,nnongr,2/|..侬.
靶,baaf,3-|.把靶..
胰,yyiq,2/~.疑胰.饴.迻
芜,wwuf,2-|.吾芜梧..鹀茣莁
辫,biahny,4\-.变辩辨辫卞..變辯
嚎,hhaom,2|~.嚎.嗥蚝.蠔
妾,qiehy,4\-..妾.
幌,huaangm,3|~.幌..
踉,lliangm,2|~..踉.
佃,diahnr,4/|.佃..
葫,hhuf,2-|.胡壶葫.鹕槲觳醐.縠
皖,waanr,3/|.皖..
拽,yehf,4-|.拽..葉
滤,lyuho,4\\.滤..
睬,caaim,3|~.踩睬..
俞,yyuw,2/\.余逾俞.觎.餘貗釪
匕,biq,1/~..匕.鲾
谤,bahngp,4\~.谤..
嗤,chim,1|~.吃.嗤哧螭眵.
捍,hahnf,4-|.翰撼捍.菡.
孵,fuq,1/~.肤孵..
倪,nnir,2/|.倪..
瘾,yiiny,3\-..瘾.
敝,bihi,4\/.弊敝..鷩
匡,kuangg,1--.匡..邼
磋,cuod,1-/.磋..
绫,llingx,2~~..绫.
淆,xxiaoo,2\\.淆..
尧,yyaoa,2-~.尧.轺.
蕊,ruiif,3-|.蕊..蘂
烘,hongi,1\/.烘..
璋,zhangg,1--..璋.
亢,kahngy,4\-.亢..
轧,yaha,4-~.轧.迓.
