的,daihe,5/|.的..
婉,woavan,3~/.婉..
噪,zioyao,4|~.躁噪.唣.
稼,jaeyia,4/-.稼..
鳍,qaori,2/~.脐.鳍.臍鯕鲯
菱,leiring,2-|.菱.聆苓棂柃.醽
盏,zhevan,3--.盏..
匿,neyi,4--.匿..
吱,ziowi,1|~.吱.嵫.
寝,quvin,3\\.寝..
揽,leivan,3-|.揽.榄.
髓,siovui,3|~.髓..
秉,baeving,3/-.秉..
哺,biowu,1|~.哺.晡.
矢,shaevi,3/-.矢..
啪,piowa,1|~.啪趴..
帜,zhioyi,4|~.置帜峙.蛭帙踬.跱
邵,shoayao,4~/.邵.劭.
嗽,sioyou,4|~.嗽..
挟,jeiwia,1-|.嘉挟枷.葭.
缸,gaewang,1/-.钢缸..罁
揉,reirou,2-|.揉.鞣.葇
腻,naoyi,4/~.腻..膩
驯,xorun,2~~.巡驯..紃
缆,lovan,3~~.缆..
晌,shiovang,3|~.晌..
瘫,tuewan,1\-.瘫..
贮,zhioyu,4|~.助贮蛀..貯跓
觅,mauyi,4/\.觅..覓
朦,maoreng,2/~..朦.
僻,paiyi,4/|.僻..
隋,soirui,2~|.随隋..隨
蔓,meiran,2-|.蔓.鞔.鬘
咋,ziova,3|~.咋..
嵌,qioyian,4|~.嵌..
虔,qierian,2|-..虔.
畔,pioyan,4|~.盼畔..眫
琐,sevuo,3--.琐..
碟,dearie,2-/.碟..
涩,suye,4\\.涩..
胧,laorong,2/~..胧.
嘟,diowu,1|~..嘟.闍
蹦,bioyeng,4|~.蹦..跰
冢,zhuovong,3\~..冢.
浏,luriu,2\\.流.浏鎏.
裔,yueyi,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
襟,juowin,1\~.襟.衿.
叨,diowao,1|~..叨.
诀,juorue,2\~.诀.谲.
旭,xaoyu,4/~.旭..
虾,xiowia,1|~.瞎虾..蝦
簿,baeyu,4/-.簿.钚.篰
啤,piori,2|~.啤毗.罴蚍蜱.
擒,qeirin,2-|.勤擒芹.芩檎.菦
枣,zeivao,3-|.藻枣..
嘎,giowa,1|~.嘎.呷.
苑,yeiyuan,4-|.苑.掾垸.
牟,mourou,2~\.牟.鍪.鴾鞪
呕,iovou,3|~.呕..
骆,loyuo,4~~.络骆..絡
凸,tiewu,1|-.凸..
熄,xuawi,1\/.熄烯.羲粞.糦
兀,weayu,4-/.戊.兀.
喔,iowo,1|~..噢喔.
裳,shiuhang,5|\.裳..
凹,iowao,1|~.凹..
赎,shioru,2|~.赎..
屯,teorun,2-~.屯..
膛,taorang,2/~.膛.饧.
浇,juwiao,1\\.浇..
灼,zhuaruo,2\/.灼..
裘,qeiriu,2-|.求.裘逑.
砰,peaweng,1-/.砰..磞
棘,jeiri,2-|.极吉藉棘.楫蒺蕺.鞊趌
橡,xeiyiang,4-|.项巷橡..項
碱,jeavian,3-/.碱硷..蠒
聋,learong,2-/.龙聋.砻.龓
姥,loavao,3~/.姥..
瑜,yeru,2--.于盂.瑜.邘
毋,woru,2~~.毋..
娅,yoaya,4~/..娅.
沮,juvu,3\\.举沮..
萌,meireng,2-|.蒙萌檬.瞢甍.
俏,qaiyiao,4/|.俏..
黯,ioyan,4|~.暗岸.黯.
撇,peiwie,1-|.撇..
粟,seiyu,4-|.速粟.蔌.驌藗
粪,fuayen,4\/.粪..糞
尹,yoevin,3~-.引尹..
苟,geivou,3-|.苟..耈耇
癫,duewian,1\-..癫.
蚂,miowa,1|~.蚂..
禹,yaivu,3/|.禹.俣伛.與
廖,lueyiao,4\-.廖..
俭,jaivian,3/|.俭..
帖,tiowie,1|~.贴帖..貼
煎,juawian,1\/.兼煎.鹣.
缕,lyovu,3~~.缕..絽縷
窦,duyou,4\\..窦.竇
簇,caeyu,4/-.簇..
棱,leireng,2-|.棱楞.塄.薐輘
叩,kioyou,4|~..叩.
呐,nioha,5|~.呐..
瑶,yerao,2--.瑶.珧.
墅,shioyu,4|~.墅..
莺,yeiwing,1-|.英樱.莺撄.
烫,tuyang,4\\.烫..
蛙,wiowa,1|~.蛙..
歹,deavai,3-/.歹..
伶,lairing,2/|.伶..
葱,ceiwong,1-|.聪葱.枞苁.茐聦聰蔥驄聡
哮,xiowiao,1|~.哮嚣.哓.鸮蟂鴞
眩,xioyuan,4|~.眩..
坤,keiwun,1-|.坤.髡醌.髠
廓,kueyuo,4\-.廓..
讳,huoyui,4\~.讳诲..
啼,tiori,2|~.题蹄啼..題鶗
乍,zhaeya,4/-.乍..
瓣,bueyan,4\-.瓣..辦
矫,jaeviao,3/-.矫铰..矯筊
跋,biora,2|~.跋..
枉,weivang,3-|.枉..菵
梗,geiveng,3-|.耿梗埂..
厕,ceaye,4-/.厕..
琢,zeruo,2--.琢..
讥,juowi,1\~.讥..禨
釉,yauyou,4/\.釉..
窟,kuwu,1\\.窟..窋
敛,lauvian,3/\.敛..
轼,sheoyi,4-~..轼.
庐,lueru,2\-.庐..
胚,paowei,1/~.胚..肧
呻,shiowen,1|~.申呻..
绰,choyuo,4~~.绰..
扼,eiye,4-|.恶扼.噩萼垩苊.蕚軛蘁
懿,yeiyi,4-|.艺抑.懿薏挹埸.藙蓺鷧藝耴輗苅驛
炯,juaviong,3\/.炯..
竿,gaewan,1/-.竿..筸
慷,kuwang,1\\.慷..
虞,yieru,2|-.虞..
锤,chaerui,2/-.垂锤..箠
栓,sheiwuan,1-|.栓拴..
桨,jueviang,3\-.奖桨..講
蚊,wioren,2|~.蚊..聞闅閺閿
磅,beayang,4-/.磅..
孽,neiyie,4-|.聂孽.颞蘖.菍糵顳苶聶
惭,curan,2\\.惭..
戳,chouwuo,1~\.戳..
禀,bueving,3\-..禀.稟
鄂,ioye,4|~.遏鄂.颚鹗.顎鶚
馈,kaoyui,4/~.馈..
垣,yeiruan,2-|.援袁垣.芫塬橼.薗
溅,juyian,4\\.渐溅涧..
咚,diowong,1|~..咚岽.蝀
钙,gaeyai,4/-.钙..
礁,jeawiao,1-/.礁..
彰,zhuewang,1\-.章彰.鄣.麞
豁,hurua,2\\.滑豁..
眯,miowi,1|~.眯.咪.瞇
磷,learin,2-/.磷..
雯,weuren,2-\..雯.
墟,xeiwu,1-|.墟..鬚蕦
迂,yewu,1--.迂..
瞻,zhiowan,1|~.瞻..
颅,lieru,2|-.卢颅.鸬.顱
琉,leriu,2--.琉..
悼,duyao,4\\.悼..盜
蝴,hioru,2|~.蝴.囫.
拣,jeivian,3-|.检捡拣柬茧.戬枧.鬋醎
渺,muviao,3\\.渺..
眷,juayuan,4\/.眷..絭
悯,muvin,3\\.悯.泯.
汰,tuyai,4\\.汰..
慑,shuye,4\\.涉慑.滠.
婶,shoaven,3~/.婶..
斐,fievei,3|-..斐翡.
嘘,xiowu,1|~.嘘.盱.
镶,xaewiang,1/-.香箱镶..
炕,kuayang,4\/.炕..
宦,huyuan,4\\.宦涣.浣逭漶.
趴,piowa,1|~.啪趴..
绷,boweng,1~~.绷..繃絣
窘,juviong,3\\.窘..
襄,xuewiang,1\-.襄..
珀,peyo,4--..珀.
嚣,xiowiao,1|~.哮嚣.哓.鸮蟂鴞
拚,peiwin,1-|.拼.拚.
酌,zheiruo,2-|.酌茁.擢.
浊,zhuruo,2\\.浊.濯浞.
毓,yaeyu,4/-..毓钰.籲籞
撼,heiyan,4-|.翰撼捍.菡.
嗜,shioyi,4|~.是嗜噬..眎
扛,keirang,2-|.扛..
峭,qioyiao,4|~.峭..踃
磕,keawe,1-/.磕..
翘,qeoyiao,4-~.翘..
槽,ceirao,2-|.曹槽..蓸
淌,tuvang,3\\.淌..
栅,sheiwan,1-|.杉栅苫.芟埏.
颓,taerui,2/-.颓..頹頺
熏,xaewun,1/-.熏..
瑛,yewing,1--..瑛璎.
颐,yeiri,2-|.颐.圯.頤
忖,cuvun,3\\..忖.
牡,maevu,3/-.牡..
缀,zhoyui,4~~.缀.缒.縋綴
徊,haruai,2//.徊..
梨,laeri,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
肪,faorang,2/~.肪.鲂.
涕,tuyi,4\\.惕涕.悌.
惫,baoyei,4/~.备惫狈..
摹,meiro,2-|.模摹蘑..謩
踱,dioruo,2|~..踱.
肘,zhaovou,3/~.肘..
熔,ruarong,2\/.熔..
挚,zheiyi,4-|.志掷挚.栉桎鸷贽.芖騺覟贄驇
氯,lyaeyu,4/-.氯..
凛,luevin,3\-.凛.廪.
绎,yoyi,4~~.绎.驿缢.絏
庶,shueyu,4\-.庶..
脯,faovu,3/~.脯腑..
迭,daerie,2/-.迭..
睦,mioyu,4|~.目睦..
窍,quyiao,4\\.窍..竅
粥,zhoewou,1~-.粥..
庵,uewan,1\-..庵.鶕
沧,cuwang,1\\.沧..
怠,douyai,4~\.怠.迨.
沁,quyin,4\\.沁..
奕,yueyi,4\-.意亦疫毅裔.奕弈翊癔瘗.議詣譯裛謚讛
咙,liorong,2|~.咙..眬躘
氨,aewan,1/-.氨..
矗,cheiyu,4-|.矗搐..
盔,keawui,1-/.盔..
拇,meivu,3-|.拇.坶.
沛,puyei,4\\.沛..
榻,teiya,4-|.拓挞.榻.
揣,cheiwuai,1-|.揣.搋.
崭,zhiovan,3|~.崭..
鞘,qeiyiao,4-|.鞘撬..翹
鞠,jeiwu,1-|.拘鞠.掬趄鞫苴椐.
垦,koeven,3~-.恳垦..
洽,quyia,4\\.恰洽..
唾,tioyuo,4|~.唾..跅
橱,cheiru,2-|.橱..蒭
仕,shaiyi,4/|.侍仕..
蜘,zhiowi,1|~.蜘..
痰,tueran,2\-.痰..談
袜,wuoya,4\~.袜..襪
峙,zhioyi,4|~.置帜峙.蛭帙踬.跱
柬,jeivian,3-|.检捡拣柬茧.戬枧.鬋醎
蝉,chioran,2|~.蝉.蟾躔.蟬
蟹,xaoyie,4/~.蟹.邂獬.
谏,juoyian,4\~..谏.
鹃,jiowuan,1|~.鹃..
擎,qeiring,2-|.擎.檠.
皓,haiyao,4/|..皓.
朕,zhaoyen,4/~..朕.
疤,buewa,1\-.疤..
禺,yioru,2|~.愚.禺嵛蝓.顒颙
铲,chaevan,3/-.铲..
酶,meirei,2-|.梅枚酶.楣莓.蘪
钝,daeyun,4/-.钝..
氓,muerang,2\-.盲氓.邙.龒
匣,xeiria,2-|.匣.柙.
弧,hoeru,2~-.弧..
峨,iore,2|~.峨蛾.蚵.睋
锥,zhaewui,1/-.锥..
揪,jeiwiu,1-|.揪.赳鬏.
杠,geiwang,1-|.杠..
吭,hiorang,2|~.吭..蚢
崛,jiorue,2|~.嚼.崛蹶噱矍.躩
诬,wuowu,1\~.诬..
冉,riovan,3|~.冉..
抒,sheiwu,1-|.枢梳蔬抒.菽摅.輸
庚,gueweng,1\-.庚.赓.鶊鹒賡
悍,huyan,4\\.汉汗憾悍.瀚.
靡,mueri,2\-.靡糜.麋縻.詸
晦,hioyui,4|~.贿晦.喙蟪.翙賄
醋,ceiyu,4-|.醋.蔟.
壕,heirao,2-|.壕..
锯,jaewu,1/-.锯.锔.
夭,yaewao,1/-..夭.
咦,yiori,2|~.遗.咦贻眙嶷.遺貤貽
侈,chaivi,3/|.侈..
婢,boayi,4~/..婢.
猾,haorua,2/~.猾..
徘,parai,2//.徘..
硝,xeawiao,1-/.硝..硣
煽,shuawan,1\/.煽..羶羴
皂,zaiyao,4/|.皂..
舵,dayuo,4//.舵..
嗦,siowuo,1|~.唆.嗦嗍睃.
狈,baoyei,4/~.备惫狈..
靴,xeiwue,1-|.薛靴..
捂,weivu,3-|.五捂..
疮,chuewuang,1\-.疮..
郝,heivao,3-|.郝..
苛,keiwe,1-|.柯棵苛..薖軻
秽,haeyui,4/-.秽..篲穢
茜,qeiyian,4-|..茜芡.蒨
搓,ceiwuo,1-|.搓撮..
芸,yeirun,2-|..芸.鋆蒷
酱,jueyiang,4\-.酱..
赁,laiyin,4/|.赁..
檐,yeiran,2-|.严盐.檐.鹽莚
饷,xaoviang,3/~..饷.
蕉,jeiwiao,1-|.教蕉椒.艽茭.萩轇驕
铀,yaerou,2/-.铀..郵
苔,teiwai,1-|.苔..
赦,sheiye,4-|.摄赦..蔎騇
缎,doyuan,4~~.缎..緞
舷,xarian,2//.衔舷..銜
筷,kaeyuai,4/-.筷..
朔,shuayuo,4\/.烁朔.槊.
婪,leiran,2-|.蓝拦栏婪..蘭葻藍
紊,wueven,3\-.紊..
厮,seawi,1-/..厮.
婿,xoayu,4~/.婿絮..
寥,luriao,2\\.寥.寮.竂
兢,jeiwing,1-|.荆茎兢.菁.驚莖荊
糙,cuawao,1\/.糙..
卦,geiyua,4-|.挂.卦.
槐,heiruai,2-|.槐..
扒,beiwa,1-|.扒芭捌..
裴,pierei,2|-.裴..
祀,suoyi,4\~..祀.禩
埔,peivu,3-|.朴埔..
絮,xoayu,4~/.婿絮..
芭,beiwa,1-|.扒芭捌..
屉,toeyi,4~-.屉..
痪,hueyuan,4\-.痪..
霄,xeuwiao,1-\.霄..
绽,zhoyan,4~~.绽..
宵,xuwiao,1\\.消宵.潇.
邑,yioyi,4|~.易邑屹.呓蜴峄.睪蛡鶍螠
霖,leurin,2-\.霖..
岔,chauya,4/\.岔..
饵,aover,3/~.尔饵.迩.
茄,qeirie,2-|.茄..聺
韧,reyen,4--.韧..
琪,qeri,2--..琪琦亓.
邹,zaowou,1/~.邹.鲰.
瑚,heru,2--.瑚..
憋,buawie,1\/.憋鳖..鼈鱉
殆,deayai,4-/.殆..
噜,liowu,1|~..噜.
忒,teuye,4-\..忒.
忿,fauyen,4/\.忿..
衅,xaiyin,4/|.信衅.囟.舋
淳,churun,2\\.淳..
悖,buyei,4\\..悖.
髦,meirao,2-|.茅.髦茆.髳鶜
孜,zoiwi,1~|.孜..
粤,yaiyue,4/|.岳粤..粵
隘,oiyai,4~|.隘..
濒,buwin,1\\.宾滨濒..賓
铮,zhaeweng,1/-..铮筝钲.箏篜
畸,jiowi,1|~.畸.叽羁唧跻咭.踦羇羈
剔,tiowi,1|~.踢剔..
坞,weiyu,4-|.坞.芴杌.靰
篱,laeri,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
淀,duyian,4\\.淀惦..
蓦,meiyo,4-|.莫.蓦茉.驀藦
唬,hiovu,3|~.唬..
锣,laeruo,2/-.锣箩.镙.
汀,tuwing,1\\.汀..
趾,zhiovi,3|~.只趾..
缉,jowi,1~~.缉.畿.績緝
嫦,choarang,2~/..嫦.
斟,zheiwen,1-|.真斟甄.桢榛蓁.
鞍,eiwan,1-|.鞍.桉.
扳,beiwan,1-|.搬扳..
拴,sheiwuan,1-|.栓拴..
诅,zuovu,3\~.祖诅..
谟,muoro,2\~..谟.
呃,iohe,5|~..呃.
懦,nuyuo,4\\.懦..
逞,chioveng,3|~.逞..
犁,laeri,2/-.黎梨篱犁.黧.鋫邌鯬筣籬
忏,chuyan,4\\..忏.
拧,neiring,2-|.拧柠.聍.聹
亥,hueyai,4\-.亥..
佟,tairong,2/|..佟僮.
叱,chioyi,4|~..叱.
舜,shauyun,4/\.舜..
绊,boyan,4~~.绊..絆
龚,geawong,1-/.龚..碽
腮,saowai,1/~.腮鳃..
邸,daovi,3/~..邸.
椒,jeiwiao,1-|.教蕉椒.艽茭.萩轇驕
蔚,weiyei,4-|.蔚.軎.苿藯
湛,zhuyan,4\\.湛..
狩,shaoyou,4/~..狩.膄
眶,kioyuang,4|~.旷眶.贶.眖
栈,zheiyan,4-|.栈蘸..菚
薇,weiwei,1-|.萎.薇葳.葨
肮,aowang,1/~.肮..
瀑,puyu,4\\.瀑..
渣,zhuwa,1\\.渣..
褂,guoyua,4\~.褂.诖.
叽,jiowi,1|~.畸.叽羁唧跻咭.踦羇羈
臀,toerun,2~-.臀..臋
妞,noawiu,1~/..妞.
巍,wiowei,1|~.巍..
唔,ioren,2|~..唔.
疚,jueyiu,4\-.就疚.鹫.鷲
鲤,laovi,3/~.鲤.鳢.鱧
戎,rerong,2--.戎..
肇,zhuoyao,4\~.肇.诏.
笃,daevu,3/-..笃.篤
辙,cheoye,4-~.辙..
娴,xoarian,2~/.嫌.娴.
阮,roivuan,3~|.阮..
札,zheira,2-|.札..
懊,uyao,4\\.澳懊..
焘,deyao,4--..焘纛.
恤,xuyu,4\\.恤.溆洫.
疹,zhueven,3\-.疹..診
潇,xuwiao,1\\.消宵.潇.
铝,lyaevu,3/-.铝.稆.
涤,duri,2\\.涤..
恃,shuyi,4\\.室恃..
喽,liohou,5|~..喽.
砌,qeayi,4-/.砌.碛.碶磜磩
遁,dayun,4//.盾遁..
楞,leireng,2-|.棱楞.塄.薐輘
阱,joiving,3~|..阱.
咎,jaoyiu,4/~.咎..
洼,wuwa,1\\.洼..窪窊
炳,buaving,3\/.炳..
噬,shioyi,4|~.是嗜噬..眎
枫,feiweng,1-|.封枫.葑.
拷,keivao,3-|.考拷.栲.
哆,diowuo,1|~.哆.咄.
矶,jeawi,1-/..矶剞.磯
苇,weivei,3-|.苇..薳葦趡蔿
翩,puowian,1\~..翩.
窒,zhuyi,4\\.治滞窒.忮.
侬,nairong,2/|..侬.
靶,beiva,3-|.把靶..
胰,yaori,2/~.疑胰.饴.迻
芜,weiru,2-|.吾芜梧..鹀茣莁
辫,bueyian,4\-.变辩辨辫卞..變辯
嚎,hiorao,2|~.嚎.嗥蚝.蠔
妾,queyie,4\-..妾.
幌,hiovuang,3|~.幌..
踉,lioriang,2|~..踉.
佃,daiyian,4/|.佃..
葫,heiru,2-|.胡壶葫.鹕槲觳醐.縠
皖,waivan,3/|.皖..
拽,yeiye,4-|.拽..葉
滤,lyuyu,4\\.滤..
睬,ciovai,3|~.踩睬..
俞,yauru,2/\.余逾俞.觎.餘貗釪
匕,baowi,1/~..匕.鲾
谤,buoyang,4\~.谤..
嗤,chiowi,1|~.吃.嗤哧螭眵.
捍,heiyan,4-|.翰撼捍.菡.
孵,faowu,1/~.肤孵..
倪,nairi,2/|.倪..
瘾,yuevin,3\-..瘾.
敝,buayi,4\/.弊敝..鷩
匡,kewuang,1--.匡..邼
磋,ceawuo,1-/.磋..
绫,loring,2~~..绫.
淆,xuriao,2\\.淆..
尧,yeorao,2-~.尧.轺.
蕊,reivui,3-|.蕊..蘂
烘,huawong,1\/.烘..
璋,zhewang,1--..璋.
亢,kueyang,4\-.亢..
轧,yeoya,4-~.轧.迓.
赂,lioyu,4|~.路赂.鹭.睩賂鷺
蝗,hioruang,2|~.蝗.蟥.
榆,yeiru,2-|.榆.揄萸.荢
骏,joyun,4~~.骏..
诛,zhuowu,1\~.诸诛..
勺,shaorao,2/~.勺..
梵,feiyan,4-|.范.梵.軓
炽,chuayi,4\/.炽..
笠,laeyi,4/-.利.笠篥.
颌,haure,2/\.合盒.颌.龢頜
闸,zhuira,2\|.闸..
狒,faoyei,4/~.肺.狒.
樊,feiran,2-|.樊.蘩.蠜薠
镕,raerong,2/-...镕
垢,geiyou,4-|.构垢.彀.
瘟,wuewen,1\-.瘟..
缪,moyiao,4~~..缪.繆
菇,geiwu,1-|.辜菇.鸪毂菰酤.蓇鴣苽轂
琦,qeri,2--..琪琦亓.
剃,tuayi,4\/.剃..
迸,buayeng,4\/.迸..
溺,nuyi,4\\.溺..
炫,xuayuan,4\/..炫.
惚,huwu,1\\..惚滹.
嗨,hiowai,1|~.咳.嗨.
陨,yoivun,3~|.陨..
赃,ziowang,1|~.赃..髒
羁,jiowi,1|~.畸.叽羁唧跻咭.踦羇羈
臻,zheowen,1-~.臻..
嘀,diowi,1|~..嘀.
膳,shaoyan,4/~.膳.鳝.鱣
赣,gueyan,4\-.赣..
踌,chiorou,2|~.畴踌.帱.
殉,xeayun,4-/.殉..顨
桔,jeirie,2-|.节杰截捷劫桔.颉拮.蓵
瞿,jioyu,4|~.具距踞.瞿.
闽,muivin,3\|.闽.闵.
豚,taorun,2/~..豚饨.鲀
掺,cheiwan,1-|.掺搀..
沌,duyun,4\\..沌.
惰,duyuo,4\\.惰.沲.
喳,chiowa,1|~.喳.嚓.
椭,teivuo,3-|.椭..
咪,miowi,1|~.眯.咪.瞇
霎,sheuya,4-\..霎.
侃,kaivan,3/|..侃.
猝,caoyu,4/~..猝.
窖,juyiao,4\\.窖..覚
戮,louyu,4~\.戮..
祠,cuori,2\~.词.祠.
瞩,zhiovu,3|~.嘱瞩..矚
菁,jeiwing,1-|.荆茎兢.菁.驚莖荊
躇,chioru,2|~.躇.蜍蹰.
佬,laivao,3/|.佬..
肋,laoyei,4/~.肋..
咄,diowuo,1|~.哆.咄.
忡,chuwong,1\\..忡憧.
雍,yuewong,1\-.庸雍痈.饔壅.鄘
忱,churen,2\\.沉忱.宸.
蕾,leivei,3-|.蕾..蕌
跄,qiowiang,1|~.呛.跄蜣.蹌蹡
硅,geawui,1-/.硅..
伎,jaiyi,4/|.伎.偈.臮
炊,chuawui,1\/.炊..
钊,zhaewao,1/-..钊.
蝠,fioru,2|~.幅.蝠蚨罘蜉幞.
屎,shoevi,3~-.屎..
拭,sheiyi,4-|.事世士势誓逝拭柿.螫贳.
谛,duoyi,4\~..谛.禘祶
褪,tuoyui,4\~.褪..
丞,choireng,2~|.承.丞.
卉,heiyui,4-|.惠卉.恚荟蕙.
隧,soiyui,4~|.隧祟..
茸,reirong,2-|.荣融蓉茸.榕.駥
钳,qaerian,2/-.钱钳.钤箝.
啃,kioven,3|~.啃..
伢,yaira,2/|..伢.
闺,guiwui,1\|.闺..
舔,taevian,3/-.舔..铦
蹬,dioweng,1|~.蹬.噔.
挛,lueruan,2\-.挛峦孪.鸾銮栾脔娈.鑾
眺,tioyiao,4|~.跳眺..
袱,fuoru,2\~.福袱.祓.複
陇,loivong,3~|.陇..
殴,eawou,1-/.欧殴鸥.瓯.
柿,sheiyi,4-|.事世士势誓逝拭柿.螫贳.
梧,weiru,2-|.吾芜梧..鹀茣莁
惺,xuwing,1\\.惺..
弛,choeri,2~-.迟弛..遲
侥,jaiviao,3/|.侥.佼皎敫.
琛,chewen,1--..琛.
捅,teivong,3-|.桶捅..
酝,yeiyun,4-|.蕴酝..醖醞
薯,sheivu,3-|.薯..
曳,yioye,4|~.叶曳.晔.
澈,chuye,4\\.澈..
锈,xaeyiu,4/-.秀锈..
稠,chaerou,2/-.筹愁稠..籌
眸,miorou,2|~..眸蛑.
咆,piorao,2|~.咆..
簧,haeruang,2/-.簧.篁.锽
鸥,eawou,1-/.欧殴鸥.瓯.
疡,yuerang,2\-.疡..諹
渎,duru,2\\..渎.
汲,juri,2\\.汲..
嬉,xoawi,1~/..嬉.
脓,naorong,2/~.脓..膿
骡,loruo,2~~.骡..
穗,saeyui,4/-.穗..穟
槛,jeiyian,4-|.荐槛.楗.薦鍳趝
拎,leiwin,1-|.拎..
巳,soeyi,4~-.巳..覗
邢,xering,2--.形型刑邢..
廿,neiyian,4-|..廿埝.
搀,cheiwan,1-|.掺搀..
曙,shiovu,3|~.署蜀暑曙..
樵,qeiriao,2-|.桥.樵荞鞒.菬藮
隅,yoiru,2~|.隅..隃
筛,shaewai,1/-.筛..篩
谒,yuoye,4\~..谒.
倭,waiwo,1/|..倭.
痹,bueyi,4\-.庇痹.庳.詖
猖,chaowang,1/~.猖.鲳.
佯,yairang,2/|.佯..
肛,gaowang,1/~.肛..
奚,xauwi,1/\.希悉.兮奚翕欷.錫豀鏭鑴翖
甭,beareng,2-/.甭..
抨,peiweng,1-|.抨..軿輧
蛾,iore,2|~.峨蛾.蚵.睋
唠,liorao,2|~..唠崂.蟧
荧,yeiring,2-|.营莹荧萤.萦楹茔蓥.藀
嵩,siowong,1|~..嵩崧.
漱,shuyu,4\\.漱.澍沭.
酋,quariu,2\/.酋.遒.
攘,reivang,3-|.壤攘..
诘,juorie,2\~..诘讦.
篡,caeyuan,4/-.篡..
睿,rieyui,4|-..睿.
噩,eiye,4-|.恶扼.噩萼垩苊.蕚軛蘁
怅,chuyang,4\\..怅.
盎,ioyang,4|~.盎..
徙,xavi,3//..徙.
鞅,yeiwang,1-|..鞅.
漓,luri,2\\.漓..
祟,soiyui,4~|.隧祟..
睫,jiorie,2|~.睫..蛣蜐
攸,yaiwou,1/|.优悠.攸.
翎,lauring,2/\..翎瓴.鸰鈴鴒
呛,qiowiang,1|~.呛.跄蜣.蹌蹡
筐,kaewuang,1/-.筐..
堑,qeoyian,4-~.堑.椠.
檀,teiran,2-|.坛檀.覃.醰藫蕁
寅,yurin,2\\.淫寅..
磊,leavei,3-/.磊..礌
驭,yoyu,4~~.驭..
惘,wuvang,3\\..惘.
吠,fioyei,4|~.吠..
驮,doyuo,4~~.驮..
瑙,nevao,3--..瑙.
炬,juayu,4\/.炬..粔
痉,jueying,4\-.竟竞净靖痉..競竸
曝,pioyu,4|~.曝..
恺,kuvai,3\\.慨.恺.
胺,aoyan,4/~.胺.犴.
萤,yeiring,2-|.营莹荧萤.萦楹茔蓥.藀
敕,cheiyi,4-|.赤翅.敕踅.趩鶒鷘
筝,zhaeweng,1/-..铮筝钲.箏篜
幡,fiowan,1|~.帆.幡.
霹,peuwi,1-\.霹..
竺,zhaeru,2/-.竹.竺.笜
烙,luayao,4\/.烙..
毗,piori,2|~.啤毗.罴蚍蜱.
鸠,jaowiu,1/~..鸠.鳩
埠,beiyu,4-|.埠..蔀
蒜,seiyuan,4-|.蒜..
阜,faiyu,4/|.付傅阜..
嘈,ciorao,2|~..嘈螬.
乒,paiwing,1/|.乒.俜.
帷,wiorei,2|~.围唯.帷嵬帏.
啄,zhioruo,2|~.啄..蠗
鳌,erao,2--.熬敖.鳌遨螯獒聱.鰲鼇
毡,zhaewan,1/-.毡..
阙,quiwue,1\|..阙.
褥,ruoyu,4\~.褥..
搔,seiwao,1-|.搔..騷
笋,saevun,3/-.笋..筍
冕,miovian,3|~.冕.黾眄.
狞,naoring,2/~.狞..
韶,shuerao,2\-.韶..
骼,giore,2|~.蛤.骼嗝.閣
蔼,eivai,3-|.蔼..
烹,pueweng,1\-.烹..
奄,yeawan,1-/.奄..硽
嫖,poariao,2~/..嫖.
沐,muyu,4\\..沐.
噗,piowu,1|~..噗.
岑,cioren,2|~..岑.
蛟,jiowiao,1|~..蛟跤.蟭骹
掳,leivu,3-|.掳.橹.蓾
咏,yiovong,3|~.咏踊蛹..踴
弩,noavu,3~/.努.弩胬.
捻,neivian,3-|.捻撵..輾
圃,piovu,3|~.圃.蹼.
孚,fauru,2/\..孚郛.
悴,cuyui,4\\.淬.悴.
诣,yuoyi,4\~.议译谊诣..袣褹
呱,giowu,1|~.咕.呱蛄.
祁,quori,2\~.祈祁.祺.祇禥
捶,cheirui,2-|.椎捶.槌棰.菙
钠,naeya,4/-.钠..篛
袄,uovao,3\~.袄..襖
澎,pureng,2\\.澎..
氮,daeyan,4/-.氮..
恪,kuye,4\\.客.恪溘.
雏,chaoru,2/~.雏.刍.芻
撮,ceiwuo,1-|.搓撮..
堰,yeiyan,4-|.燕堰.酽.驗醼
彷,parang,2//..彷.
鹦,yiowing,1|~.婴.鹦嘤罂.譻
晖,hiowui,1|~..晖咴.
犀,xoewi,1~-.犀..
腑,faovu,3/~.脯腑..
沽,guwu,1\\.沽..
橄,geivan,3-|.赶.橄擀.趕
掐,qeiwia,1-|.掐.葜.
亵,xueyie,4\-..亵燮廨.謝
龋,qievu,3|-.龋..齲
嗒,diowa,1|~..嗒哒.
咀,jiovu,3|~.咀.踽.
祺,quori,2\~.祈祁.祺.祇禥
锚,maerao,2/-.毛锚.牦.
匾,beuvian,3-\..匾.
乓,paiwang,1/|.乓..
萃,ceiyui,4-|..萃.
贻,yiori,2|~.遗.咦贻眙嶷.遺貤貽
揖,yeiwi,1-|.揖壹..
觑,qieyu,4|-..觑.
吝,lueyin,4\-.吝..
憔,quriao,2\\..憔.
羌,quawiang,1\/.羌..
诲,huoyui,4\~.讳诲..
砾,leayi,4-/.历厉励砾.砺.磿
